District,Crop,Date,Price
Anantapur,Paddy,16-04-2024,2089.89
Anantapur,Paddy,17-04-2024,2143.94
Anantapur,Paddy,18-04-2024,2080.98
Anantapur,Paddy,19-04-2024,2070.57
Anantapur,Paddy,20-04-2024,2088.44
Anantapur,Paddy,21-04-2024,2124.42
Anantapur,Paddy,22-04-2024,2059.81
Anantapur,Paddy,23-04-2024,2121.87
Anantapur,Paddy,24-04-2024,2066.64
Anantapur,Paddy,25-04-2024,2123.7
Anantapur,Paddy,26-04-2024,2124.25
Anantapur,Paddy,27-04-2024,2087.08
Anantapur,Paddy,28-04-2024,2117.31
Anantapur,Paddy,29-04-2024,2095.03
Anantapur,Paddy,30-04-2024,2123.75
Anantapur,Paddy,01-05-2024,2052.26
Anantapur,Paddy,02-05-2024,2055.71
Anantapur,Paddy,03-05-2024,2088.49
Anantapur,Paddy,04-05-2024,2071.69
Anantapur,Paddy,05-05-2024,2098.0
Anantapur,Paddy,06-05-2024,2034.92
Anantapur,Paddy,07-05-2024,2089.88
Anantapur,Paddy,08-05-2024,2111.86
Anantapur,Paddy,09-05-2024,2041.19
Anantapur,Paddy,10-05-2024,2063.32
Anantapur,Paddy,11-05-2024,2111.2
Anantapur,Paddy,12-05-2024,2006.71
Anantapur,Paddy,13-05-2024,2095.24
Anantapur,Paddy,14-05-2024,2026.24
Anantapur,Paddy,15-05-2024,2079.88
Anantapur,Paddy,16-05-2024,2059.52
Anantapur,Paddy,17-05-2024,2058.29
Anantapur,Paddy,18-05-2024,2061.39
Anantapur,Paddy,19-05-2024,1999.29
Anantapur,Paddy,20-05-2024,2028.61
Anantapur,Paddy,21-05-2024,2056.23
Anantapur,Paddy,22-05-2024,2045.6
Anantapur,Paddy,23-05-2024,2005.46
Anantapur,Paddy,24-05-2024,2022.02
Anantapur,Paddy,25-05-2024,1968.33
Anantapur,Paddy,26-05-2024,2008.11
Anantapur,Paddy,27-05-2024,1956.39
Anantapur,Paddy,28-05-2024,2038.73
Anantapur,Paddy,29-05-2024,2039.18
Anantapur,Paddy,30-05-2024,2005.01
Anantapur,Paddy,31-05-2024,2002.75
Anantapur,Paddy,01-06-2024,1995.88
Anantapur,Paddy,02-06-2024,2010.72
Anantapur,Paddy,03-06-2024,1952.31
Anantapur,Paddy,04-06-2024,1973.87
Anantapur,Paddy,05-06-2024,1955.19
Anantapur,Paddy,06-06-2024,2001.13
Anantapur,Paddy,07-06-2024,1982.83
Anantapur,Paddy,08-06-2024,2014.15
Anantapur,Paddy,09-06-2024,1907.63
Anantapur,Paddy,10-06-2024,1944.37
Anantapur,Paddy,11-06-2024,1929.02
Anantapur,Paddy,12-06-2024,1939.88
Anantapur,Paddy,13-06-2024,1907.22
Anantapur,Paddy,14-06-2024,1914.89
Anantapur,Paddy,15-06-2024,1957.05
Anantapur,Paddy,16-06-2024,1906.5
Anantapur,Paddy,17-06-2024,1891.95
Anantapur,Paddy,18-06-2024,1924.14
Anantapur,Paddy,19-06-2024,1955.24
Anantapur,Paddy,20-06-2024,1936.17
Anantapur,Paddy,21-06-2024,1897.72
Anantapur,Paddy,22-06-2024,1858.15
Anantapur,Paddy,23-06-2024,1874.35
Anantapur,Paddy,24-06-2024,1922.1
Anantapur,Paddy,25-06-2024,1849.53
Anantapur,Paddy,26-06-2024,1899.2
Anantapur,Paddy,27-06-2024,1882.95
Anantapur,Paddy,28-06-2024,1829.21
Anantapur,Paddy,29-06-2024,1812.92
Anantapur,Paddy,30-06-2024,1854.06
Anantapur,Paddy,01-07-2024,1906.64
Anantapur,Paddy,02-07-2024,1840.63
Anantapur,Paddy,03-07-2024,1868.8
Anantapur,Paddy,04-07-2024,1874.16
Anantapur,Paddy,05-07-2024,1784.23
Anantapur,Paddy,06-07-2024,1862.79
Anantapur,Paddy,07-07-2024,1882.07
Anantapur,Paddy,08-07-2024,1831.49
Anantapur,Paddy,09-07-2024,1777.94
Anantapur,Paddy,10-07-2024,1805.78
Anantapur,Paddy,11-07-2024,1856.51
Anantapur,Paddy,12-07-2024,1809.56
Anantapur,Paddy,13-07-2024,1821.74
Anantapur,Paddy,14-07-2024,1824.36
Anantapur,Paddy,15-07-2024,1789.32
Anantapur,Paddy,16-07-2024,1806.21
Anantapur,Paddy,17-07-2024,1756.62
Anantapur,Paddy,18-07-2024,1768.3
Anantapur,Paddy,19-07-2024,1735.55
Anantapur,Paddy,20-07-2024,1778.8
Anantapur,Paddy,21-07-2024,1791.9
Anantapur,Paddy,22-07-2024,1717.55
Anantapur,Paddy,23-07-2024,1776.69
Anantapur,Paddy,24-07-2024,1793.88
Anantapur,Paddy,25-07-2024,1793.2
Anantapur,Paddy,26-07-2024,1767.71
Anantapur,Paddy,27-07-2024,1739.45
Anantapur,Paddy,28-07-2024,1777.53
Anantapur,Paddy,29-07-2024,1746.23
Anantapur,Paddy,30-07-2024,1701.5
Anantapur,Paddy,31-07-2024,1680.33
Anantapur,Paddy,01-08-2024,1666.99
Anantapur,Paddy,02-08-2024,1736.5
Anantapur,Paddy,03-08-2024,1744.49
Anantapur,Paddy,04-08-2024,1707.71
Anantapur,Paddy,05-08-2024,1742.57
Anantapur,Paddy,06-08-2024,1718.94
Anantapur,Paddy,07-08-2024,1702.55
Anantapur,Paddy,08-08-2024,1724.09
Anantapur,Paddy,09-08-2024,1667.5
Anantapur,Paddy,10-08-2024,1692.55
Anantapur,Paddy,11-08-2024,1715.74
Anantapur,Paddy,12-08-2024,1713.92
Anantapur,Paddy,13-08-2024,1663.32
Anantapur,Paddy,14-08-2024,1671.06
Anantapur,Paddy,15-08-2024,1678.37
Anantapur,Paddy,16-08-2024,1712.97
Anantapur,Paddy,17-08-2024,1662.94
Anantapur,Paddy,18-08-2024,1634.64
Anantapur,Paddy,19-08-2024,1621.99
Anantapur,Paddy,20-08-2024,1697.3
Anantapur,Paddy,21-08-2024,1650.64
Anantapur,Paddy,22-08-2024,1642.28
Anantapur,Paddy,23-08-2024,1660.76
Anantapur,Paddy,24-08-2024,1663.46
Anantapur,Paddy,25-08-2024,1621.06
Anantapur,Paddy,26-08-2024,1627.55
Anantapur,Paddy,27-08-2024,1643.29
Anantapur,Paddy,28-08-2024,1635.68
Anantapur,Paddy,29-08-2024,1661.04
Anantapur,Paddy,30-08-2024,1595.86
Anantapur,Paddy,31-08-2024,1641.27
Anantapur,Paddy,01-09-2024,1637.74
Anantapur,Paddy,02-09-2024,1602.96
Anantapur,Paddy,03-09-2024,1564.49
Anantapur,Paddy,04-09-2024,1614.13
Anantapur,Paddy,05-09-2024,1619.83
Anantapur,Paddy,06-09-2024,1562.05
Anantapur,Paddy,07-09-2024,1621.25
Anantapur,Paddy,08-09-2024,1610.19
Anantapur,Paddy,09-09-2024,1580.23
Anantapur,Paddy,10-09-2024,1623.79
Anantapur,Paddy,11-09-2024,1557.74
Anantapur,Paddy,12-09-2024,1583.36
Anantapur,Paddy,13-09-2024,1563.15
Anantapur,Paddy,14-09-2024,1548.66
Anantapur,Paddy,15-09-2024,1602.24
Anantapur,Paddy,16-09-2024,1637.57
Anantapur,Paddy,17-09-2024,1627.09
Anantapur,Paddy,18-09-2024,1595.77
Anantapur,Paddy,19-09-2024,1576.66
Anantapur,Paddy,20-09-2024,1587.55
Anantapur,Paddy,21-09-2024,1617.21
Anantapur,Paddy,22-09-2024,1551.82
Anantapur,Paddy,23-09-2024,1534.35
Anantapur,Paddy,24-09-2024,1621.81
Anantapur,Paddy,25-09-2024,1584.64
Anantapur,Paddy,26-09-2024,1597.2
Anantapur,Paddy,27-09-2024,1607.28
Anantapur,Paddy,28-09-2024,1548.09
Anantapur,Paddy,29-09-2024,1530.75
Anantapur,Paddy,30-09-2024,1607.62
Anantapur,Paddy,01-10-2024,1587.6
Anantapur,Paddy,02-10-2024,1585.48
Anantapur,Paddy,03-10-2024,1609.74
Anantapur,Paddy,04-10-2024,1560.28
Anantapur,Paddy,05-10-2024,1620.1
Anantapur,Paddy,06-10-2024,1534.98
Anantapur,Paddy,07-10-2024,1567.28
Anantapur,Paddy,08-10-2024,1624.72
Anantapur,Paddy,09-10-2024,1628.17
Anantapur,Paddy,10-10-2024,1599.08
Anantapur,Paddy,11-10-2024,1543.64
Anantapur,Paddy,12-10-2024,1535.28
Anantapur,Paddy,13-10-2024,1585.04
Anantapur,Paddy,14-10-2024,1642.82
Anantapur,Paddy,15-10-2024,1632.53
Anantapur,Paddy,16-10-2024,1644.93
Anantapur,Paddy,17-10-2024,1647.34
Anantapur,Paddy,18-10-2024,1568.67
Anantapur,Paddy,19-10-2024,1601.13
Anantapur,Paddy,20-10-2024,1581.25
Anantapur,Paddy,21-10-2024,1612.02
Anantapur,Paddy,22-10-2024,1598.43
Anantapur,Paddy,23-10-2024,1645.46
Anantapur,Paddy,24-10-2024,1590.31
Anantapur,Paddy,25-10-2024,1587.05
Anantapur,Paddy,26-10-2024,1654.37
Anantapur,Paddy,27-10-2024,1643.94
Anantapur,Paddy,28-10-2024,1612.08
Anantapur,Paddy,29-10-2024,1660.29
Anantapur,Paddy,30-10-2024,1660.09
Anantapur,Paddy,31-10-2024,1568.66
Anantapur,Paddy,01-11-2024,1595.45
Anantapur,Paddy,02-11-2024,1619.21
Anantapur,Paddy,03-11-2024,1675.64
Anantapur,Paddy,04-11-2024,1664.92
Anantapur,Paddy,05-11-2024,1678.66
Anantapur,Paddy,06-11-2024,1589.65
Anantapur,Paddy,07-11-2024,1598.52
Anantapur,Paddy,08-11-2024,1625.94
Anantapur,Paddy,09-11-2024,1692.75
Anantapur,Paddy,10-11-2024,1598.6
Anantapur,Paddy,11-11-2024,1626.18
Anantapur,Paddy,12-11-2024,1668.05
Anantapur,Paddy,13-11-2024,1638.9
Anantapur,Paddy,14-11-2024,1646.61
Anantapur,Paddy,15-11-2024,1707.34
Anantapur,Paddy,16-11-2024,1659.27
Anantapur,Paddy,17-11-2024,1658.65
Anantapur,Paddy,18-11-2024,1708.27
Anantapur,Paddy,19-11-2024,1686.35
Anantapur,Paddy,20-11-2024,1641.81
Anantapur,Paddy,21-11-2024,1730.82
Anantapur,Paddy,22-11-2024,1694.6
Anantapur,Paddy,23-11-2024,1722.31
Anantapur,Paddy,24-11-2024,1717.81
Anantapur,Paddy,25-11-2024,1743.18
Anantapur,Paddy,26-11-2024,1746.76
Anantapur,Paddy,27-11-2024,1711.07
Anantapur,Paddy,28-11-2024,1705.13
Anantapur,Paddy,29-11-2024,1726.29
Anantapur,Paddy,30-11-2024,1721.95
Anantapur,Paddy,01-12-2024,1687.82
Anantapur,Paddy,02-12-2024,1699.09
Anantapur,Paddy,03-12-2024,1751.84
Anantapur,Paddy,04-12-2024,1706.2
Anantapur,Paddy,05-12-2024,1784.34
Anantapur,Paddy,06-12-2024,1732.02
Anantapur,Paddy,07-12-2024,1707.78
Anantapur,Paddy,08-12-2024,1773.48
Anantapur,Paddy,09-12-2024,1784.12
Anantapur,Paddy,10-12-2024,1756.63
Anantapur,Paddy,11-12-2024,1783.73
Anantapur,Paddy,12-12-2024,1800.01
Anantapur,Paddy,13-12-2024,1806.31
Anantapur,Paddy,14-12-2024,1825.79
Anantapur,Paddy,15-12-2024,1759.55
Anantapur,Paddy,16-12-2024,1741.14
Anantapur,Paddy,17-12-2024,1783.08
Anantapur,Paddy,18-12-2024,1832.81
Anantapur,Paddy,19-12-2024,1819.99
Anantapur,Paddy,20-12-2024,1777.84
Anantapur,Paddy,21-12-2024,1774.6
Anantapur,Paddy,22-12-2024,1759.97
Anantapur,Paddy,23-12-2024,1787.66
Anantapur,Paddy,24-12-2024,1790.37
Anantapur,Paddy,25-12-2024,1837.53
Anantapur,Paddy,26-12-2024,1861.62
Anantapur,Paddy,27-12-2024,1873.11
Anantapur,Paddy,28-12-2024,1823.21
Anantapur,Paddy,29-12-2024,1838.96
Anantapur,Paddy,30-12-2024,1869.23
Anantapur,Maize,01-01-2024,1527.31
Anantapur,Maize,02-01-2024,1572.8
Anantapur,Maize,03-01-2024,1585.99
Anantapur,Maize,04-01-2024,1582.3
Anantapur,Maize,05-01-2024,1586.03
Anantapur,Maize,06-01-2024,1574.93
Anantapur,Maize,07-01-2024,1584.52
Anantapur,Maize,08-01-2024,1528.21
Anantapur,Maize,09-01-2024,1609.92
Anantapur,Maize,10-01-2024,1583.64
Anantapur,Maize,11-01-2024,1573.59
Anantapur,Maize,12-01-2024,1628.58
Anantapur,Maize,13-01-2024,1580.83
Anantapur,Maize,14-01-2024,1608.85
Anantapur,Maize,15-01-2024,1579.01
Anantapur,Maize,16-01-2024,1601.59
Anantapur,Maize,17-01-2024,1570.82
Anantapur,Maize,18-01-2024,1600.02
Anantapur,Maize,19-01-2024,1620.52
Anantapur,Maize,20-01-2024,1656.7
Anantapur,Maize,21-01-2024,1655.08
Anantapur,Maize,22-01-2024,1659.04
Anantapur,Maize,23-01-2024,1621.2
Anantapur,Maize,24-01-2024,1623.38
Anantapur,Maize,25-01-2024,1593.23
Anantapur,Maize,26-01-2024,1668.68
Anantapur,Maize,27-01-2024,1647.08
Anantapur,Maize,28-01-2024,1680.04
Anantapur,Maize,29-01-2024,1668.41
Anantapur,Maize,30-01-2024,1620.05
Anantapur,Maize,31-01-2024,1631.62
Anantapur,Maize,01-02-2024,1641.56
Anantapur,Maize,02-02-2024,1620.14
Anantapur,Maize,03-02-2024,1630.16
Anantapur,Maize,04-02-2024,1658.92
Anantapur,Maize,05-02-2024,1662.25
Anantapur,Maize,06-02-2024,1641.47
Anantapur,Maize,07-02-2024,1667.91
Anantapur,Maize,08-02-2024,1645.92
Anantapur,Maize,09-02-2024,1702.99
Anantapur,Maize,10-02-2024,1685.67
Anantapur,Maize,11-02-2024,1665.54
Anantapur,Maize,12-02-2024,1705.6
Anantapur,Maize,13-02-2024,1709.22
Anantapur,Maize,14-02-2024,1679.32
Anantapur,Maize,15-02-2024,1663.89
Anantapur,Maize,16-02-2024,1744.68
Anantapur,Maize,17-02-2024,1745.94
Anantapur,Maize,18-02-2024,1736.38
Anantapur,Maize,19-02-2024,1722.44
Anantapur,Maize,20-02-2024,1693.39
Anantapur,Maize,21-02-2024,1760.35
Anantapur,Maize,22-02-2024,1761.24
Anantapur,Maize,23-02-2024,1718.34
Anantapur,Maize,24-02-2024,1763.17
Anantapur,Maize,25-02-2024,1768.01
Anantapur,Maize,26-02-2024,1751.42
Anantapur,Maize,27-02-2024,1764.98
Anantapur,Maize,28-02-2024,1694.08
Anantapur,Maize,29-02-2024,1723.92
Anantapur,Maize,01-03-2024,1768.99
Anantapur,Maize,02-03-2024,1744.06
Anantapur,Maize,03-03-2024,1780.97
Anantapur,Maize,04-03-2024,1721.26
Anantapur,Maize,05-03-2024,1703.6
Anantapur,Maize,06-03-2024,1774.94
Anantapur,Maize,07-03-2024,1706.34
Anantapur,Maize,08-03-2024,1792.29
Anantapur,Maize,09-03-2024,1758.83
Anantapur,Maize,10-03-2024,1791.33
Anantapur,Maize,11-03-2024,1797.13
Anantapur,Maize,12-03-2024,1735.22
Anantapur,Maize,13-03-2024,1755.25
Anantapur,Maize,14-03-2024,1755.0
Anantapur,Maize,15-03-2024,1768.72
Anantapur,Maize,16-03-2024,1804.67
Anantapur,Maize,17-03-2024,1806.84
Anantapur,Maize,18-03-2024,1730.64
Anantapur,Maize,19-03-2024,1798.66
Anantapur,Maize,20-03-2024,1742.86
Anantapur,Maize,21-03-2024,1753.01
Anantapur,Maize,22-03-2024,1810.18
Anantapur,Maize,23-03-2024,1727.6
Anantapur,Maize,24-03-2024,1809.28
Anantapur,Maize,25-03-2024,1735.79
Anantapur,Maize,26-03-2024,1780.68
Anantapur,Maize,27-03-2024,1745.16
Anantapur,Maize,28-03-2024,1796.94
Anantapur,Maize,29-03-2024,1787.06
Anantapur,Maize,30-03-2024,1742.79
Anantapur,Maize,31-03-2024,1777.87
Anantapur,Maize,01-04-2024,1814.31
Anantapur,Maize,02-04-2024,1796.55
Anantapur,Maize,03-04-2024,1747.26
Anantapur,Maize,04-04-2024,1763.35
Anantapur,Maize,05-04-2024,1803.84
Anantapur,Maize,06-04-2024,1738.98
Anantapur,Maize,07-04-2024,1767.5
Anantapur,Maize,08-04-2024,1779.66
Anantapur,Maize,09-04-2024,1783.06
Anantapur,Maize,10-04-2024,1724.21
Anantapur,Maize,11-04-2024,1805.06
Anantapur,Maize,12-04-2024,1772.41
Anantapur,Maize,13-04-2024,1731.29
Anantapur,Maize,14-04-2024,1732.82
Anantapur,Maize,15-04-2024,1777.92
Anantapur,Maize,16-04-2024,1791.12
Anantapur,Maize,17-04-2024,1745.81
Anantapur,Maize,18-04-2024,1752.77
Anantapur,Maize,19-04-2024,1782.86
Anantapur,Maize,20-04-2024,1798.72
Anantapur,Maize,21-04-2024,1779.4
Anantapur,Maize,22-04-2024,1793.05
Anantapur,Maize,23-04-2024,1721.41
Anantapur,Maize,24-04-2024,1784.88
Anantapur,Maize,25-04-2024,1767.4
Anantapur,Maize,26-04-2024,1747.89
Anantapur,Maize,27-04-2024,1713.78
Anantapur,Maize,28-04-2024,1732.17
Anantapur,Maize,29-04-2024,1737.05
Anantapur,Maize,30-04-2024,1757.55
Anantapur,Maize,01-05-2024,1771.99
Anantapur,Maize,02-05-2024,1776.71
Anantapur,Maize,03-05-2024,1729.25
Anantapur,Maize,04-05-2024,1716.66
Anantapur,Maize,05-05-2024,1703.9
Anantapur,Maize,06-05-2024,1717.05
Anantapur,Maize,07-05-2024,1713.86
Anantapur,Maize,08-05-2024,1726.42
Anantapur,Maize,09-05-2024,1698.53
Anantapur,Maize,10-05-2024,1700.93
Anantapur,Maize,11-05-2024,1730.81
Anantapur,Maize,12-05-2024,1753.18
Anantapur,Maize,13-05-2024,1718.25
Anantapur,Maize,14-05-2024,1684.36
Anantapur,Maize,15-05-2024,1707.25
Anantapur,Maize,16-05-2024,1725.31
Anantapur,Maize,17-05-2024,1683.4
Anantapur,Maize,18-05-2024,1727.12
Anantapur,Maize,19-05-2024,1656.29
Anantapur,Maize,20-05-2024,1671.42
Anantapur,Maize,21-05-2024,1698.25
Anantapur,Maize,22-05-2024,1648.68
Anantapur,Maize,23-05-2024,1652.51
Anantapur,Maize,24-05-2024,1683.87
Anantapur,Maize,25-05-2024,1644.1
Anantapur,Maize,26-05-2024,1709.53
Anantapur,Maize,27-05-2024,1661.73
Anantapur,Maize,28-05-2024,1715.54
Anantapur,Maize,29-05-2024,1633.91
Anantapur,Maize,30-05-2024,1698.73
Anantapur,Maize,31-05-2024,1704.26
Anantapur,Maize,01-06-2024,1617.76
Anantapur,Maize,02-06-2024,1628.47
Anantapur,Maize,03-06-2024,1606.46
Anantapur,Maize,04-06-2024,1667.4
Anantapur,Maize,05-06-2024,1616.78
Anantapur,Maize,06-06-2024,1603.93
Anantapur,Maize,07-06-2024,1636.49
Anantapur,Maize,08-06-2024,1676.66
Anantapur,Maize,09-06-2024,1671.27
Anantapur,Maize,10-06-2024,1599.43
Anantapur,Maize,11-06-2024,1610.71
Anantapur,Maize,12-06-2024,1584.33
Anantapur,Maize,13-06-2024,1586.4
Anantapur,Maize,14-06-2024,1578.65
Anantapur,Maize,15-06-2024,1598.86
Anantapur,Maize,16-06-2024,1597.75
Anantapur,Maize,17-06-2024,1575.14
Anantapur,Maize,18-06-2024,1586.11
Anantapur,Maize,19-06-2024,1609.36
Anantapur,Maize,20-06-2024,1611.8
Anantapur,Maize,21-06-2024,1596.27
Anantapur,Maize,22-06-2024,1549.11
Anantapur,Maize,23-06-2024,1621.84
Anantapur,Maize,24-06-2024,1605.55
Anantapur,Maize,25-06-2024,1585.96
Anantapur,Maize,26-06-2024,1604.49
Anantapur,Maize,27-06-2024,1564.16
Anantapur,Maize,28-06-2024,1513.55
Anantapur,Maize,29-06-2024,1554.87
Anantapur,Maize,30-06-2024,1588.88
Anantapur,Maize,01-07-2024,1553.03
Anantapur,Maize,02-07-2024,1498.52
Anantapur,Maize,03-07-2024,1544.79
Anantapur,Maize,04-07-2024,1544.08
Anantapur,Maize,05-07-2024,1493.27
Anantapur,Maize,06-07-2024,1483.9
Anantapur,Maize,07-07-2024,1553.92
Anantapur,Maize,08-07-2024,1501.31
Anantapur,Maize,09-07-2024,1500.87
Anantapur,Maize,10-07-2024,1520.43
Anantapur,Maize,11-07-2024,1545.93
Anantapur,Maize,12-07-2024,1502.56
Anantapur,Maize,13-07-2024,1533.32
Anantapur,Maize,14-07-2024,1455.25
Anantapur,Maize,15-07-2024,1513.95
Anantapur,Maize,16-07-2024,1519.16
Anantapur,Maize,17-07-2024,1484.06
Anantapur,Maize,18-07-2024,1452.12
Anantapur,Maize,19-07-2024,1469.67
Anantapur,Maize,20-07-2024,1480.87
Anantapur,Maize,21-07-2024,1491.91
Anantapur,Maize,22-07-2024,1462.67
Anantapur,Maize,23-07-2024,1495.31
Anantapur,Maize,24-07-2024,1415.52
Anantapur,Maize,25-07-2024,1454.43
Anantapur,Maize,26-07-2024,1474.51
Anantapur,Maize,27-07-2024,1426.38
Anantapur,Maize,28-07-2024,1466.88
Anantapur,Maize,29-07-2024,1475.36
Anantapur,Maize,30-07-2024,1466.29
Anantapur,Maize,31-07-2024,1423.4
Anantapur,Maize,01-08-2024,1467.45
Anantapur,Maize,02-08-2024,1454.84
Anantapur,Maize,03-08-2024,1438.16
Anantapur,Maize,04-08-2024,1390.94
Anantapur,Maize,05-08-2024,1393.28
Anantapur,Maize,06-08-2024,1408.78
Anantapur,Maize,07-08-2024,1451.35
Anantapur,Maize,08-08-2024,1395.52
Anantapur,Maize,09-08-2024,1442.45
Anantapur,Maize,10-08-2024,1437.54
Anantapur,Maize,11-08-2024,1432.78
Anantapur,Maize,12-08-2024,1407.63
Anantapur,Maize,13-08-2024,1364.0
Anantapur,Maize,14-08-2024,1428.28
Anantapur,Maize,15-08-2024,1363.93
Anantapur,Maize,16-08-2024,1404.18
Anantapur,Maize,17-08-2024,1392.98
Anantapur,Maize,18-08-2024,1348.68
Anantapur,Maize,19-08-2024,1362.64
Anantapur,Maize,20-08-2024,1347.39
Anantapur,Maize,21-08-2024,1370.65
Anantapur,Maize,22-08-2024,1405.42
Anantapur,Maize,23-08-2024,1381.53
Anantapur,Maize,24-08-2024,1372.54
Anantapur,Maize,25-08-2024,1342.24
Anantapur,Maize,26-08-2024,1321.57
Anantapur,Maize,27-08-2024,1387.04
Anantapur,Maize,28-08-2024,1336.72
Anantapur,Maize,29-08-2024,1339.78
Anantapur,Maize,30-08-2024,1311.72
Anantapur,Maize,31-08-2024,1390.53
Anantapur,Maize,01-09-2024,1352.44
Anantapur,Maize,02-09-2024,1380.61
Anantapur,Maize,03-09-2024,1384.43
Anantapur,Maize,04-09-2024,1383.86
Anantapur,Maize,05-09-2024,1349.86
Anantapur,Maize,06-09-2024,1383.24
Anantapur,Maize,07-09-2024,1321.51
Anantapur,Maize,08-09-2024,1353.57
Anantapur,Maize,09-09-2024,1336.96
